
transaction_amount,transaction_hour,merchant_category,country_risk,card_present,online_transaction,failed_attempts,transactions_last_hour,account_age_days,fraud
775.97,19,Fuel,1,0,1,2,18,3233,1
2162.29,10,Restaurant,0,0,0,2,1,370,0
4038.75,9,Grocery,1,0,0,4,17,2149,1
3399.08,3,Electronics,1,0,0,5,1,3321,1
3643.47,2,Restaurant,1,0,0,2,17,2610,1
4276.9,3,Restaurant,1,1,1,4,3,2576,1
2675.21,8,Restaurant,1,1,0,0,8,1097,0
1305.96,23,Electronics,1,0,0,0,1,2340,0
4427.26,1,Restaurant,0,1,1,3,9,624,1
3826.6,12,Grocery,1,0,1,5,17,1255,1
4049.44,6,Fuel,0,1,0,5,10,730,1
755.64,5,Fuel,0,0,0,5,2,1624,0
4619.24,6,Electronics,1,1,0,3,2,3506,1
2596.44,21,Entertainment,1,0,1,4,2,1233,1
549.26,9,Grocery,0,0,1,4,15,3595,1
2399.27,5,Shopping,0,1,1,3,1,1063,1
4797.41,0,Grocery,0,0,1,3,19,1768,1
4776.55,2,Travel,0,0,1,0,1,1629,1
3384.32,12,Travel,0,1,0,1,6,2132,0
940.7,6,Entertainment,1,0,0,3,5,1502,0
1949.63,9,Fuel,1,1,1,3,4,2724,1
144.28,8,Travel,1,0,1,5,5,771,1
2790.89,8,Electronics,0,0,1,5,11,44,1
3817.12,21,Entertainment,1,1,1,1,14,239,1
1032.88,19,Travel,0,1,0,5,8,2293,0
1358.75,17,Travel,0,1,1,5,18,2332,1
1447.79,16,Restaurant,1,1,0,5,18,725,1
177.16,12,Restaurant,0,1,0,4,17,1110,0
1719.12,2,Travel,0,1,0,0,18,1696,0
3732.87,12,Grocery,1,1,1,2,2,3440,1
4411.7,19,Shopping,1,0,0,5,1,1605,1
4720.68,7,Travel,0,0,0,2,19,707,0
2475.85,7,Shopping,0,0,0,5,11,3234,1
1491.2,18,Shopping,0,1,1,5,14,2321,1
2210.6,14,Entertainment,1,0,1,3,18,108,1
45.54,3,Grocery,1,0,0,2,7,951,0
2198.47,15,Shopping,0,1,0,4,20,319,1
4890.13,15,Restaurant,0,1,0,1,5,370,0
4411.53,12,Grocery,1,0,0,4,8,705,1
3657.27,23,Grocery,1,1,0,0,8,2778,1
3623.77,11,Travel,0,0,1,0,19,1417,1
4345.54,13,Electronics,1,1,0,5,1,891,1
2900.51,18,Travel,0,1,0,0,15,3635,0
1658.52,2,Travel,1,1,1,1,4,2936,1
818.04,18,Entertainment,0,1,1,0,6,3094,0
3919.97,22,Entertainment,0,0,1,4,3,225,1
653.21,0,Travel,0,0,1,4,1,1627,1
2210.52,5,Shopping,0,1,0,2,15,2447,0
1312.87,22,Restaurant,0,0,0,5,15,1704,1
3504.61,1,Grocery,0,0,0,3,4,2588,1
3139.17,12,Electronics,1,0,1,4,20,3243,1
4881.64,1,Electronics,0,0,1,0,20,1498,1
529.43,3,Fuel,0,0,1,1,18,287,1
865.79,1,Electronics,1,0,0,1,19,2511,1
1523.58,17,Fuel,1,1,1,2,5,3487,0
2891.4,10,Entertainment,1,0,1,5,1,1458,1
2212.7,16,Entertainment,1,0,0,3,2,3570,1
3874.76,2,Travel,0,1,1,0,5,1601,1
45.38,10,Grocery,0,0,1,4,12,1045,1
3499.65,15,Restaurant,1,0,0,1,11,715,1
2652.51,18,Travel,1,0,1,3,12,389,1
497.28,0,Travel,0,1,1,1,9,2077,0
3656.85,8,Electronics,1,0,0,1,16,842,1
4884.42,3,Restaurant,1,0,0,0,14,407,1
2630.57,9,Restaurant,0,0,1,2,11,2684,1
1402.65,1,Restaurant,1,1,0,1,13,3541,1
1760.62,22,Fuel,1,0,0,1,8,369,0
1902.35,7,Fuel,1,1,0,4,11,1278,1
2518.98,17,Travel,0,0,0,5,8,1736,0
2759.15,16,Restaurant,0,1,1,4,14,2668,1
1957.37,17,Shopping,0,0,0,1,14,2963,0
1608.74,11,Electronics,1,0,0,5,5,1596,0
2303.8,2,Restaurant,1,0,1,4,1,3525,1
2381.54,1,Fuel,1,0,0,5,15,1452,1
343.2,21,Fuel,0,0,1,0,16,2170,0
2169.23,8,Grocery,1,0,1,0,6,964,1
1600.15,6,Restaurant,0,0,1,0,10,1902,0
682.02,6,Fuel,0,1,1,4,14,382,1
997.41,0,Travel,0,1,0,1,1,3373,0
257.83,15,Grocery,0,1,0,2,18,3333,0
163.85,13,Electronics,0,1,0,1,4,977,0
686.1,23,Travel,0,0,1,3,9,2996,1
3654.01,20,Electronics,0,0,1,4,3,1073,1
2980.18,3,Travel,0,0,1,0,17,2407,1
1866.2,19,Travel,0,0,1,1,16,760,0
1782.7,14,Shopping,0,0,0,5,19,1920,0
1365.31,22,Grocery,0,0,0,2,7,1643,0
2234.15,19,Restaurant,1,0,1,4,4,3200,1
3200.64,22,Shopping,1,1,0,0,17,2103,1
4445.38,12,Shopping,1,0,0,4,11,1714,1
4480.12,8,Fuel,1,1,1,4,7,567,1
4441.43,16,Shopping,0,1,1,1,6,2776,0
4504.96,17,Entertainment,1,1,0,1,7,211,0
3904.77,19,Travel,1,1,1,0,20,875,1
4686.5,2,Grocery,0,1,1,5,8,1764,1
3441.84,12,Electronics,1,0,1,3,3,1899,1
2675.46,5,Electronics,1,1,0,2,1,1083,0
422.31,1,Entertainment,0,0,0,5,4,1700,0
1999.45,15,Entertainment,1,0,0,0,19,435,0
2234.49,23,Grocery,1,1,1,2,10,3095,1
2201.83,16,Grocery,1,0,1,4,20,1627,1
1492.83,3,Travel,0,1,1,4,10,1370,1
3994.94,9,Travel,1,0,0,5,10,1915,1
3580.9,5,Entertainment,1,0,1,2,18,1822,1
3453.02,8,Shopping,1,1,0,3,1,1822,1
1342.87,21,Shopping,1,1,1,5,5,2523,1
140.32,4,Restaurant,0,1,0,2,10,471,0
3196.27,17,Shopping,1,0,1,2,6,2309,1
2300.71,3,Electronics,0,1,1,2,1,3648,1
4030.32,23,Electronics,1,0,1,0,4,2456,1
1120.99,11,Restaurant,1,1,0,0,17,3571,0
3499.66,19,Shopping,0,0,1,2,4,2255,0
4968.38,7,Travel,1,1,1,1,9,2728,1
4943.91,0,Electronics,1,1,1,3,6,280,1
2592.16,4,Entertainment,1,1,0,0,13,1928,1
109.83,12,Electronics,1,0,1,2,5,2357,0
4930.68,13,Travel,0,1,1,4,11,2636,1
1711.52,17,Fuel,0,0,1,5,20,2851,1
322.02,21,Shopping,0,0,0,5,20,735,0
2126.59,18,Restaurant,1,1,0,4,6,2016,1
4356.36,4,Fuel,1,0,0,0,19,1234,1
4263.03,21,Grocery,1,0,0,0,12,1997,1
1708.56,7,Restaurant,1,1,1,1,5,2920,0
4996.4,21,Electronics,1,1,1,1,5,52,1
1719.16,6,Electronics,0,1,0,5,10,594,0
3767.01,2,Grocery,1,1,0,3,7,1728,1
128.41,10,Shopping,0,1,0,3,16,590,0
970.65,5,Electronics,0,0,0,0,12,249,0
659.42,23,Grocery,0,0,1,4,15,1992,1
4821.32,21,Shopping,1,1,0,5,11,2349,1
1468.59,23,Travel,1,0,0,0,18,859,1
3367.65,2,Travel,1,0,1,1,3,1432,1
505.86,21,Fuel,1,0,1,5,10,3037,1
1373.41,12,Electronics,1,1,0,2,7,808,0
4628.02,6,Fuel,1,1,0,5,16,2640,1
1964.54,11,Shopping,0,0,1,4,2,2814,0
4278.86,12,Shopping,0,1,0,3,14,404,1
1314.48,19,Restaurant,0,1,1,1,5,245,0
783.25,19,Entertainment,1,1,1,3,8,2400,1
4213.14,15,Shopping,1,1,1,4,13,1448,1
2692.65,0,Shopping,1,1,1,4,4,2552,1
4529.09,13,Entertainment,1,1,0,4,8,898,1
1908.08,6,Entertainment,1,0,0,2,11,1214,0
3100.03,16,Electronics,0,0,1,4,8,724,1
1281.52,1,Restaurant,1,0,0,0,2,3601,0
3664.39,15,Shopping,0,1,0,2,10,1970,0
4102.7,4,Fuel,0,0,0,1,4,1149,0
213.81,5,Travel,0,0,1,2,19,107,0
4798.2,4,Travel,0,0,0,3,14,2222,1
1220.12,4,Fuel,1,1,0,5,18,1733,1
2420.73,17,Travel,1,0,1,4,7,2320,1
407.18,10,Fuel,0,1,0,2,2,1265,0
1866.72,6,Fuel,0,0,1,1,20,3635,0
1960.39,7,Electronics,0,1,0,1,11,1362,0
1417.66,20,Entertainment,1,0,1,1,12,3545,1
2434.59,23,Travel,1,1,1,1,6,642,1
776.67,10,Grocery,1,0,0,3,8,2942,0
2829.61,18,Restaurant,0,0,0,3,15,3189,1
793.69,6,Restaurant,1,0,1,1,4,583,0
2737.48,19,Grocery,1,1,1,2,2,377,1
4563.11,20,Restaurant,1,1,0,4,11,2555,1
2882.57,10,Electronics,1,0,1,5,9,2277,1
4129.89,21,Restaurant,1,0,1,3,11,1747,1
1650.64,5,Entertainment,0,1,0,0,18,1737,0
1403.5,20,Restaurant,0,1,1,4,13,2051,1
4709.61,13,Grocery,1,0,0,1,16,1495,1
2273.26,14,Grocery,0,1,0,4,16,2176,1
1413.51,3,Electronics,0,1,1,2,12,2063,1
728.81,11,Electronics,1,0,1,4,16,1026,1
288.76,2,Travel,0,1,0,1,9,1783,0
4454.51,8,Restaurant,0,1,0,2,3,2691,0
639.99,6,Grocery,1,0,0,4,16,1928,1
1437.87,21,Fuel,0,0,0,1,4,2303,0
2434.15,6,Travel,1,1,1,5,9,180,1
3617.02,6,Shopping,0,1,0,0,15,3341,0
747.61,5,Shopping,1,1,1,2,18,1703,1
3752.74,10,Travel,0,1,0,1,8,391,0
3984.45,14,Shopping,1,0,1,0,17,3615,1
1553.75,0,Entertainment,0,0,1,1,12,2240,1
4457.91,10,Grocery,0,0,1,2,19,1712,1
3801.37,1,Grocery,0,0,1,2,8,1199,1
3960.45,23,Travel,0,1,1,3,10,3582,1
4351.38,17,Restaurant,0,0,1,1,5,2110,0
1184.1,20,Grocery,1,1,1,2,18,159,1
1899.16,16,Fuel,1,0,0,2,16,381,0
4723.2,5,Grocery,0,1,1,0,17,1425,1
581.98,21,Fuel,1,1,0,4,17,1541,1
2179.69,16,Shopping,0,1,0,0,3,1632,0
1631.45,5,Shopping,1,1,1,5,16,794,1
4529.87,15,Electronics,0,1,1,3,7,126,1
2162.48,23,Shopping,1,0,0,4,9,3169,1
1937.49,14,Fuel,1,0,0,2,5,3459,0
2926.0,5,Entertainment,0,1,0,3,14,1204,1
575.41,5,Restaurant,0,0,1,3,7,2369,0
3863.32,19,Electronics,1,1,1,1,4,479,1
690.76,6,Shopping,0,1,1,1,7,3242,0
2966.98,21,Fuel,0,0,0,5,10,1788,1
3640.99,15,Shopping,0,0,1,4,19,443,1
1224.77,21,Electronics,1,1,0,3,9,3176,0
2767.77,17,Electronics,0,1,0,1,11,3406,0
1617.23,4,Electronics,0,1,1,4,12,1640,1
932.43,19,Shopping,0,0,1,1,18,981,0
2296.49,18,Grocery,0,0,0,5,18,3250,1
1544.29,14,Restaurant,0,0,1,3,4,2580,0
4812.44,15,Shopping,1,0,0,4,1,3379,1
2303.16,15,Travel,0,0,0,2,5,2151,0
2242.95,16,Grocery,0,0,0,2,14,796,0
3053.95,8,Grocery,0,1,0,4,1,687,0
298.11,3,Grocery,1,0,1,1,18,3554,1
2377.15,17,Fuel,1,1,1,5,10,101,1
4698.91,18,Entertainment,1,1,1,1,12,148,1
671.4,13,Electronics,0,1,1,2,13,2904,0
471.81,15,Grocery,1,1,0,3,7,2911,0
3545.09,9,Grocery,1,0,0,4,9,2015,1
3301.89,5,Entertainment,1,1,0,0,2,1342,0
3151.67,18,Entertainment,1,1,1,4,12,2228,1
4377.43,0,Fuel,0,1,1,3,11,1048,1
4971.46,17,Entertainment,1,1,1,3,5,1605,1
4246.7,0,Shopping,0,1,1,4,12,2722,1
2247.37,7,Shopping,1,1,1,4,19,2801,1
2302.89,8,Grocery,1,1,1,1,13,43,1
3810.84,7,Fuel,1,1,0,2,20,2653,1
4317.02,10,Travel,1,1,0,4,16,3486,1
4889.13,16,Grocery,0,0,1,4,18,2620,1
1877.37,17,Fuel,1,0,0,4,8,1243,0
2804.65,9,Grocery,0,1,0,4,1,3577,0
4572.0,6,Grocery,0,0,1,2,11,3475,1
4740.36,12,Travel,0,1,1,2,15,1752,1
81.75,11,Grocery,0,1,1,2,4,1325,0
4337.05,2,Grocery,0,1,1,4,20,3118,1
977.62,13,Restaurant,0,1,0,5,7,179,0
4043.33,13,Entertainment,1,1,1,0,14,713,1
3893.68,16,Electronics,1,1,0,3,4,581,1
1329.83,12,Travel,0,0,1,2,8,1047,0
2959.69,19,Fuel,1,1,1,0,14,2387,1
360.34,23,Grocery,0,0,1,2,1,911,0
1668.32,1,Entertainment,0,0,1,2,20,109,1
2894.42,23,Shopping,0,1,1,1,20,1754,1
4853.54,16,Fuel,1,0,0,3,18,247,1
1109.3,19,Entertainment,0,1,1,5,16,3078,1
3027.55,17,Electronics,0,0,1,1,8,3193,0
1409.09,17,Fuel,1,1,0,1,4,3471,0
4678.71,7,Restaurant,1,0,0,5,10,2862,1
1363.81,17,Entertainment,0,1,1,2,6,452,0
1569.77,1,Entertainment,1,1,0,1,16,2220,1
2279.62,9,Electronics,1,0,0,2,20,1465,1
1661.68,23,Restaurant,1,0,1,1,14,2052,1
3642.23,12,Travel,1,0,1,3,4,401,1
3227.5,4,Shopping,1,0,0,0,5,369,1
2369.54,21,Grocery,0,0,0,0,13,2674,0
4903.21,20,Travel,1,0,0,0,10,3266,1
368.96,19,Travel,1,0,1,5,9,1488,1
2925.22,20,Grocery,1,1,1,5,16,3461,1
4919.14,23,Grocery,0,1,0,5,2,481,1
2749.66,1,Fuel,0,1,0,0,13,2600,1
366.24,20,Travel,0,1,1,1,8,1511,0
787.59,10,Restaurant,1,0,0,1,13,413,0
2898.06,16,Travel,1,1,0,2,17,3397,1
1899.81,9,Electronics,1,1,0,2,19,1523,0
4217.17,4,Restaurant,0,0,1,1,20,1973,1
2531.72,22,Grocery,1,0,0,0,15,3510,1
3689.14,16,Travel,1,0,1,1,19,1682,1
4631.08,6,Fuel,1,0,1,0,5,2296,1
3732.7,5,Restaurant,0,1,1,2,4,757,0
366.71,14,Entertainment,1,1,1,3,3,2362,1
771.29,23,Electronics,0,1,0,3,11,1747,1
193.27,23,Grocery,0,1,1,2,4,3229,0
2516.37,9,Fuel,0,0,1,1,15,578,1
4986.48,22,Grocery,0,1,0,2,4,2087,0
1440.32,11,Fuel,0,0,0,3,5,2578,0
4974.15,14,Entertainment,1,1,1,2,16,3240,1
3150.33,13,Travel,0,1,1,5,13,3622,1
1038.63,8,Electronics,0,1,0,5,2,3402,0
1110.49,19,Shopping,1,1,0,2,17,1898,0
569.91,13,Shopping,0,0,1,1,6,1659,0
1947.29,3,Fuel,0,0,0,4,13,218,1
2120.59,16,Restaurant,1,0,0,2,20,1577,1
3969.25,10,Fuel,0,0,1,3,14,1659,1
3124.56,5,Travel,1,1,1,5,10,200,1
1785.95,2,Shopping,0,0,0,4,4,683,0
2654.28,2,Restaurant,1,1,0,3,13,1047,1
2164.4,22,Travel,0,1,0,0,14,880,1
2190.07,18,Fuel,0,0,0,0,7,1525,0
43.67,14,Fuel,0,1,1,2,17,1803,0
2976.21,21,Fuel,0,1,0,5,10,2699,1
1614.72,11,Electronics,1,0,1,2,18,127,1
659.79,1,Fuel,1,0,0,5,4,3501,1
3403.29,6,Travel,1,0,0,4,15,3456,1
1925.73,6,Electronics,1,1,0,1,13,3339,0
4092.1,0,Travel,0,1,0,2,17,1960,1
104.64,12,Entertainment,1,0,0,2,8,3407,0
405.05,13,Restaurant,1,0,1,1,17,1349,1
3206.58,2,Shopping,1,1,0,0,1,2190,1
3430.6,21,Shopping,1,0,0,1,15,2187,1
1354.79,20,Electronics,1,0,1,2,19,629,1
150.03,17,Restaurant,1,1,1,1,3,1116,0
2990.42,13,Restaurant,1,1,0,0,2,680,0
4584.5,7,Shopping,1,1,1,3,7,1778,1
3996.76,9,Grocery,0,0,1,3,18,3526,1
4808.72,13,Fuel,0,1,1,5,15,851,1
1651.44,12,Shopping,0,1,0,3,16,2443,0
2088.65,10,Shopping,0,1,0,3,13,2511,1
3189.19,6,Entertainment,1,0,1,0,14,2546,1
2631.06,6,Shopping,1,1,0,2,7,3405,0
606.66,5,Fuel,0,0,1,2,4,490,0
843.09,23,Restaurant,0,0,1,4,16,2118,1
4603.16,12,Shopping,1,0,0,3,17,3457,1
332.64,22,Grocery,1,1,0,0,4,1420,0
712.37,12,Entertainment,0,0,0,5,5,3063,0
3297.55,23,Grocery,0,0,0,1,3,656,0
438.15,0,Fuel,0,1,0,5,2,1698,0
2086.26,6,Entertainment,0,0,1,5,17,436,1
4357.99,23,Travel,0,1,1,0,3,3084,1
3838.58,0,Grocery,0,1,0,3,1,3541,1
2283.63,7,Restaurant,1,1,1,5,7,1436,1
1950.18,17,Grocery,0,0,0,5,18,1214,0
553.12,13,Travel,0,0,0,4,9,2588,0
2170.12,7,Restaurant,0,0,1,5,8,1924,1
3147.36,7,Grocery,0,1,1,2,8,1260,0
4686.01,15,Restaurant,1,1,1,0,16,3225,1
1499.29,21,Travel,1,0,1,3,17,3629,1
1220.14,1,Entertainment,0,1,1,4,7,3479,1
120.06,23,Travel,0,0,1,3,20,2198,1
838.67,18,Electronics,1,0,0,5,5,1449,0
2512.91,3,Shopping,1,1,1,4,12,874,1
4667.38,2,Electronics,1,0,1,3,17,3356,1
474.27,16,Fuel,1,0,1,0,14,2280,1
2824.82,3,Grocery,1,1,0,0,3,1898,1
4002.9,15,Entertainment,0,1,1,3,11,2170,1
2989.2,18,Grocery,0,1,0,2,3,1971,0
3062.05,16,Travel,0,0,0,3,19,1886,1
233.96,4,Entertainment,0,0,0,3,3,686,0
1172.09,1,Entertainment,1,0,0,0,15,1556,1
985.82,6,Fuel,0,0,0,4,5,1173,0
2961.93,14,Travel,1,0,1,3,18,438,1
1384.69,3,Shopping,0,0,1,3,12,2093,1
3969.56,19,Fuel,0,0,1,5,1,562,1
479.8,10,Travel,1,0,1,3,15,2767,1
1063.08,3,Fuel,0,1,0,1,11,2619,0
357.45,20,Fuel,1,1,1,2,6,3181,0
694.85,18,Entertainment,0,1,1,2,1,546,0
2833.64,6,Restaurant,1,0,0,2,11,2922,1
2891.14,21,Grocery,0,1,1,3,17,1282,1
526.07,18,Fuel,0,1,1,4,2,2768,0
4201.89,4,Entertainment,0,1,0,4,18,356,1
696.03,21,Grocery,1,1,0,0,20,1047,0
4177.15,10,Electronics,1,1,0,2,8,2276,0
2567.83,9,Shopping,0,0,1,4,5,3266,1
833.18,0,Grocery,1,1,0,0,9,1211,0
2377.15,10,Shopping,0,0,0,3,11,1350,1
4687.51,11,Shopping,0,0,0,2,16,2354,0
708.26,0,Restaurant,1,0,1,2,6,3593,1
4777.35,1,Entertainment,1,1,1,5,19,1617,1
2635.18,6,Travel,1,1,1,2,12,3418,1
3288.31,0,Fuel,0,0,0,2,17,3117,1
4770.79,17,Entertainment,0,1,0,5,3,31,0
2478.01,7,Restaurant,0,1,1,5,6,2588,1
2527.79,1,Entertainment,1,0,0,5,9,2750,1
957.06,15,Shopping,0,0,0,1,9,2553,0
3018.83,23,Entertainment,1,0,0,4,1,2333,1
4150.47,0,Grocery,0,0,0,2,13,695,1
3152.19,14,Grocery,0,0,0,4,1,2548,0
4024.11,15,Grocery,0,0,0,1,8,141,0
363.52,7,Entertainment,0,0,0,3,11,2854,0
589.57,14,Shopping,1,1,0,0,1,3240,0
4832.91,18,Travel,1,1,1,3,16,3134,1
2775.84,0,Travel,1,1,1,2,14,1356,1
1687.64,5,Fuel,1,0,0,3,9,2055,0
455.41,9,Entertainment,0,0,1,5,3,1322,0
4724.02,10,Fuel,0,1,1,1,15,1736,1
154.6,10,Entertainment,0,0,1,1,17,2345,0
4503.01,13,Electronics,1,1,0,2,16,1911,1
3001.6,8,Restaurant,1,0,1,4,20,796,1
4282.66,3,Travel,0,0,1,0,12,1619,1
3322.94,0,Travel,0,1,0,4,9,153,1
3800.77,17,Grocery,0,0,1,0,18,2768,1
1095.32,14,Grocery,0,1,1,2,17,3641,0
4713.8,22,Travel,0,0,0,5,15,1196,1
2908.41,0,Electronics,0,0,1,3,12,899,1
1359.97,12,Electronics,0,0,0,2,3,520,0
2283.79,22,Grocery,1,0,1,2,11,1272,1
4160.13,12,Grocery,1,1,0,3,17,3147,1
3307.25,13,Fuel,1,1,1,2,2,1518,1
2228.98,6,Restaurant,1,0,0,4,15,2890,1
4150.01,22,Grocery,0,0,0,2,11,1551,1
1009.62,2,Restaurant,1,1,0,1,6,714,0
3660.94,2,Entertainment,0,1,1,0,19,167,1
65.54,23,Entertainment,1,0,1,0,20,2369,1
2914.65,12,Electronics,0,1,0,1,7,1295,0
3570.6,5,Restaurant,1,0,1,2,13,782,1
3533.51,22,Electronics,0,0,1,5,3,1422,1
3219.42,22,Shopping,0,0,1,4,14,619,1
3722.84,17,Restaurant,0,1,1,1,9,1757,0
1102.11,7,Fuel,1,0,1,5,19,588,1
900.45,1,Grocery,0,0,0,4,7,3423,0
595.96,13,Travel,0,1,1,1,3,2078,0
3655.15,9,Electronics,0,0,0,1,12,3268,0
3034.92,10,Shopping,0,0,0,0,9,1300,0
4299.0,8,Entertainment,0,0,0,2,8,3298,0
376.66,8,Electronics,1,0,1,1,1,3180,0
3338.84,20,Electronics,1,0,1,4,8,323,1
3179.18,8,Entertainment,1,1,1,4,3,1087,1
4116.98,3,Restaurant,1,0,1,1,9,2779,1
347.23,12,Fuel,1,0,1,5,18,1196,1
1343.95,15,Shopping,0,0,0,4,8,906,0
1096.12,0,Grocery,1,1,0,2,2,2771,0
1758.6,19,Fuel,0,0,1,3,7,2691,0
1114.44,12,Shopping,0,0,0,4,12,577,0
4384.1,15,Entertainment,1,1,1,5,10,941,1
4204.82,8,Electronics,0,0,1,2,20,667,1
2322.06,21,Entertainment,0,1,0,2,17,3265,0
1715.97,12,Grocery,1,1,1,2,15,754,1
3759.65,6,Fuel,0,1,1,3,10,499,1
1596.12,5,Entertainment,1,0,0,4,1,387,0
100.8,2,Travel,1,1,1,5,8,1381,1
1294.86,20,Travel,0,1,0,1,7,3518,0
1917.9,15,Entertainment,0,1,0,2,15,197,0
2373.38,20,Fuel,0,1,1,1,15,1952,1
2613.56,15,Shopping,0,0,0,1,5,988,0
1632.75,6,Restaurant,0,1,1,3,1,3082,0
4491.03,21,Entertainment,1,0,0,0,2,813,0
2547.18,18,Grocery,0,0,0,5,2,129,0
959.71,14,Entertainment,0,0,0,0,19,1652,0
3938.44,1,Grocery,1,0,0,3,16,3421,1
3436.24,11,Fuel,0,0,0,3,14,1572,1
1227.82,3,Fuel,1,0,1,1,2,2106,1
1560.64,2,Restaurant,0,1,0,5,19,125,1
2466.37,21,Travel,0,0,1,3,16,1824,1
1992.23,17,Travel,0,0,0,0,15,2294,0
1760.54,10,Electronics,1,1,0,4,7,1771,0
2752.65,18,Travel,1,0,1,5,12,1456,1
1903.25,4,Grocery,0,0,1,4,1,2201,1
4420.16,19,Travel,0,1,0,1,4,448,0
3032.56,1,Entertainment,0,0,1,4,2,2450,1
2908.76,8,Shopping,0,1,0,4,10,1347,1
4911.31,0,Restaurant,0,1,0,4,16,2209,1
793.58,8,Entertainment,1,0,0,2,15,3491,0
791.17,6,Restaurant,1,1,1,5,15,2166,1
4645.33,20,Electronics,0,1,0,5,13,3519,1
3353.09,4,Travel,1,1,1,5,16,1502,1
301.15,15,Fuel,0,0,1,0,17,2544,0
4188.23,11,Electronics,1,1,0,5,20,489,1
3242.05,11,Fuel,0,1,0,4,13,2362,1
4043.72,22,Electronics,0,0,0,3,20,254,1
393.58,12,Grocery,0,1,0,2,7,587,0
2241.89,21,Entertainment,1,1,0,5,13,124,1
515.6,16,Electronics,1,1,0,3,7,2088,0
460.01,4,Travel,1,0,1,3,5,2078,1
1533.23,12,Fuel,1,1,1,0,9,779,0
90.03,14,Travel,1,1,1,1,3,770,0
2517.33,2,Fuel,0,1,1,4,19,1297,1
4507.75,5,Entertainment,0,1,1,4,11,2031,1
1798.68,11,Fuel,0,1,0,3,14,2731,0
72.29,8,Shopping,0,0,1,1,13,668,0
945.51,11,Fuel,1,0,1,5,10,1396,1
4076.85,1,Grocery,0,0,1,0,9,3486,1
4555.94,6,Entertainment,1,0,0,5,1,3118,1
4428.82,23,Fuel,1,1,0,1,11,2832,1
1963.07,8,Shopping,1,1,0,0,4,472,0
2417.1,23,Fuel,0,1,1,1,16,1917,1
2017.49,16,Electronics,0,1,0,5,2,2797,0
4940.39,10,Restaurant,1,0,1,4,12,1853,1
2324.51,13,Entertainment,1,0,0,0,8,1462,0
1226.83,5,Travel,1,1,0,1,15,733,0
4803.55,15,Fuel,1,1,0,0,19,3506,1
3324.88,5,Restaurant,0,0,0,3,13,2677,1
4772.67,17,Grocery,1,1,1,5,6,30,1
1761.55,17,Electronics,0,0,1,3,1,1784,0
530.49,0,Restaurant,1,1,0,0,12,1041,1
1367.71,18,Entertainment,1,0,1,4,8,558,1
4517.35,19,Fuel,1,0,1,0,4,3120,1
2146.86,3,Entertainment,0,0,0,1,6,2292,0
2087.17,9,Shopping,0,1,0,3,9,2493,0
3882.11,4,Shopping,0,0,1,2,6,3025,1
3615.35,19,Electronics,0,1,1,1,2,168,0
4600.3,0,Shopping,0,1,1,4,1,2476,1
4203.45,16,Entertainment,1,1,1,1,6,3575,1
3812.18,22,Shopping,0,1,1,1,5,1888,1
4203.97,12,Fuel,0,1,0,2,2,2160,0
4902.88,8,Electronics,0,1,1,0,13,2552,1
2865.58,11,Shopping,1,1,1,1,17,1822,1
2526.13,22,Restaurant,1,1,1,1,15,3271,1
1742.52,13,Restaurant,1,1,1,5,19,3261,1
4477.77,14,Restaurant,0,1,0,1,12,3257,0
4948.2,16,Fuel,1,1,1,2,5,2968,1
3842.28,6,Grocery,0,0,1,5,18,958,1
3325.21,13,Travel,0,0,1,0,16,2393,1
991.17,19,Restaurant,1,0,0,4,4,3129,0
4561.11,22,Travel,1,1,0,4,17,846,1
1801.13,12,Shopping,0,1,1,2,11,1054,0
1766.19,6,Shopping,1,0,0,0,18,2649,0
1674.41,18,Entertainment,1,1,0,1,18,34,0
1546.89,14,Restaurant,0,1,0,2,11,558,0
1323.09,23,Fuel,1,0,0,5,10,1099,1
4306.25,4,Shopping,1,1,1,1,8,2335,1
958.18,10,Shopping,0,1,1,4,10,2759,1
3731.46,2,Electronics,1,1,1,5,5,1619,1
4045.42,3,Fuel,0,0,1,0,2,1989,1
3169.11,17,Electronics,0,0,0,2,19,1718,0
2577.75,5,Travel,1,0,1,4,3,2628,1
2882.74,18,Grocery,1,0,0,0,4,1949,0
1813.59,13,Electronics,0,1,0,3,11,702,0
4092.03,15,Electronics,1,1,1,4,3,1944,1
2048.17,7,Grocery,1,1,1,5,5,841,1
3797.76,16,Electronics,0,0,1,5,11,217,1
3992.51,4,Fuel,0,0,0,3,1,1378,1
1386.77,3,Electronics,1,1,0,5,11,152,1
678.3,10,Travel,0,1,1,2,14,1993,0
4056.44,12,Electronics,0,1,0,1,5,839,0
693.35,4,Fuel,0,0,1,4,6,529,1
4024.02,20,Restaurant,0,0,1,4,4,2377,1
3322.09,7,Electronics,1,0,1,1,12,3347,1
4762.93,8,Fuel,0,0,0,1,16,3436,0
3232.12,17,Shopping,0,1,0,1,1,1502,0
4633.39,20,Fuel,0,0,1,1,2,3437,0
756.72,17,Entertainment,0,1,1,1,11,2302,0
2328.93,0,Restaurant,1,1,0,5,18,1724,1
306.4,18,Travel,0,0,1,5,6,1193,0
2683.75,5,Grocery,1,0,1,2,18,2687,1
3275.01,10,Shopping,0,1,1,5,9,1271,1
708.61,2,Restaurant,1,0,1,4,7,2630,1
974.34,9,Entertainment,0,1,0,1,1,82,0
